"resourceId","tipo editorial","idioma","ruta","slug","canonical","alternates/hreflang","título SEO","H1","meta description","estado de indexación previsto","PDF asociado","existencia del archivo","idioma del PDF","estado HTTP esperado","autor","revisor","datePublished","dateModified","fuentes","DOI","estado de revisión editorial"
"glossary-term-10","Technical guide","en","/en/glossary/fecal-contamination","fecal-contamination","https://aquaverify.com/en/glossary/fecal-contamination","x-default=https://aquaverify.com/en/glossary/fecal-contamination; en=https://aquaverify.com/en/glossary/fecal-contamination; es=https://aquaverify.com/es/glosario/contaminacion-fecal; fr=https://aquaverify.com/fr/glossaire/contamination-fecale; it=https://aquaverify.com/it/glossario/contaminazione-fecale; ca=https://aquaverify.com/ca/glossari/contaminacio-fecal","Fecal contamination | Glossary AquaVerify","Fecal contamination","Fecal contamination is the presence or evidence of human or animal fecal material in a water matrix. It is assessed through indicators such as E. coli, enterococci, coliforms and, in selected programs, coliphages.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-10","Guía técnica","es","/es/glosario/contaminacion-fecal","contaminacion-fecal","https://aquaverify.com/es/glosario/contaminacion-fecal","x-default=https://aquaverify.com/en/glossary/fecal-contamination; en=https://aquaverify.com/en/glossary/fecal-contamination; es=https://aquaverify.com/es/glosario/contaminacion-fecal; fr=https://aquaverify.com/fr/glossaire/contamination-fecale; it=https://aquaverify.com/it/glossario/contaminazione-fecale; ca=https://aquaverify.com/ca/glossari/contaminacio-fecal","Contaminación fecal | Glosario AquaVerify","Contaminación fecal","Presencia o indicio de material fecal humano o animal en una matriz de agua. Se evalúa mediante indicadores como E. coli, enterococos, coliformes y, en determinados programas, colífagos.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-10","Guide technique","fr","/fr/glossaire/contamination-fecale","contamination-fecale","https://aquaverify.com/fr/glossaire/contamination-fecale","x-default=https://aquaverify.com/en/glossary/fecal-contamination; en=https://aquaverify.com/en/glossary/fecal-contamination; es=https://aquaverify.com/es/glosario/contaminacion-fecal; fr=https://aquaverify.com/fr/glossaire/contamination-fecale; it=https://aquaverify.com/it/glossario/contaminazione-fecale; ca=https://aquaverify.com/ca/glossari/contaminacio-fecal","Contamination fécale | Glossaire AquaVerify","Contamination fécale","La contamination fécale désigne la présence ou l’indice de matière fécale humaine ou animale dans une matrice d’eau. Elle s’évalue avec des indicateurs comme E. coli, les entérocoques, les coliformes et, dans certains programmes, les coliphages.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-10","Guida tecnica","it","/it/glossario/contaminazione-fecale","contaminazione-fecale","https://aquaverify.com/it/glossario/contaminazione-fecale","x-default=https://aquaverify.com/en/glossary/fecal-contamination; en=https://aquaverify.com/en/glossary/fecal-contamination; es=https://aquaverify.com/es/glosario/contaminacion-fecal; fr=https://aquaverify.com/fr/glossaire/contamination-fecale; it=https://aquaverify.com/it/glossario/contaminazione-fecale; ca=https://aquaverify.com/ca/glossari/contaminacio-fecal","Contaminazione fecale | Glossario AquaVerify","Contaminazione fecale","La contaminazione fecale è la presenza o evidenza di materiale fecale umano o animale in una matrice acquosa. Si valuta con indicatori come E. coli, enterococchi, coliformi e, in alcuni programmi, colifagi.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-10","Guia tècnica","ca","/ca/glossari/contaminacio-fecal","contaminacio-fecal","https://aquaverify.com/ca/glossari/contaminacio-fecal","x-default=https://aquaverify.com/en/glossary/fecal-contamination; en=https://aquaverify.com/en/glossary/fecal-contamination; es=https://aquaverify.com/es/glosario/contaminacion-fecal; fr=https://aquaverify.com/fr/glossaire/contamination-fecale; it=https://aquaverify.com/it/glossario/contaminazione-fecale; ca=https://aquaverify.com/ca/glossari/contaminacio-fecal","Contaminació fecal | Glossari AquaVerify","Contaminació fecal","La contaminació fecal és la presència o indici de material fecal humà o animal en una matriu d’aigua. S’avalua amb indicadors com E. coli, enterococs, coliformes i, en alguns programes, colífags.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-11","Technical guide","en","/en/glossary/intestinal-enterococci","intestinal-enterococci","https://aquaverify.com/en/glossary/intestinal-enterococci","x-default=https://aquaverify.com/en/glossary/intestinal-enterococci; en=https://aquaverify.com/en/glossary/intestinal-enterococci; es=https://aquaverify.com/es/glosario/enterococos-intestinales; fr=https://aquaverify.com/fr/glossaire/enterocoques-intestinaux; it=https://aquaverify.com/it/glossario/enterococchi-intestinali; ca=https://aquaverify.com/ca/glossari/enterococs-intestinals","Intestinal enterococci | Glossary AquaVerify","Intestinal enterococci","Intestinal enterococci are Gram-positive bacteria associated with the human and animal gastrointestinal tract. Their relative persistence makes them useful indicators in recreational waters, environmental waters and selected control plans.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-11","Guía técnica","es","/es/glosario/enterococos-intestinales","enterococos-intestinales","https://aquaverify.com/es/glosario/enterococos-intestinales","x-default=https://aquaverify.com/en/glossary/intestinal-enterococci; en=https://aquaverify.com/en/glossary/intestinal-enterococci; es=https://aquaverify.com/es/glosario/enterococos-intestinales; fr=https://aquaverify.com/fr/glossaire/enterocoques-intestinaux; it=https://aquaverify.com/it/glossario/enterococchi-intestinali; ca=https://aquaverify.com/ca/glossari/enterococs-intestinals","Enterococos intestinales | Glosario AquaVerify","Enterococos intestinales","Bacterias grampositivas asociadas al tracto gastrointestinal humano y animal. Su resistencia relativa las convierte en indicadores útiles en aguas recreativas, ambientales y ciertos planes de control.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-11","Guide technique","fr","/fr/glossaire/enterocoques-intestinaux","enterocoques-intestinaux","https://aquaverify.com/fr/glossaire/enterocoques-intestinaux","x-default=https://aquaverify.com/en/glossary/intestinal-enterococci; en=https://aquaverify.com/en/glossary/intestinal-enterococci; es=https://aquaverify.com/es/glosario/enterococos-intestinales; fr=https://aquaverify.com/fr/glossaire/enterocoques-intestinaux; it=https://aquaverify.com/it/glossario/enterococchi-intestinali; ca=https://aquaverify.com/ca/glossari/enterococs-intestinals","Entérocoques intestinaux | Glossaire AquaVerify","Entérocoques intestinaux","Les entérocoques intestinaux sont des bactéries Gram positives associées au tractus gastro-intestinal humain et animal. Leur persistance relative en fait des indicateurs utiles pour les eaux récréatives, environnementales et certains plans de contrôle.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-11","Guida tecnica","it","/it/glossario/enterococchi-intestinali","enterococchi-intestinali","https://aquaverify.com/it/glossario/enterococchi-intestinali","x-default=https://aquaverify.com/en/glossary/intestinal-enterococci; en=https://aquaverify.com/en/glossary/intestinal-enterococci; es=https://aquaverify.com/es/glosario/enterococos-intestinales; fr=https://aquaverify.com/fr/glossaire/enterocoques-intestinaux; it=https://aquaverify.com/it/glossario/enterococchi-intestinali; ca=https://aquaverify.com/ca/glossari/enterococs-intestinals","Enterococchi intestinali | Glossario AquaVerify","Enterococchi intestinali","Gli enterococchi intestinali sono batteri Gram-positivi associati al tratto gastrointestinale umano e animale. La loro persistenza relativa li rende indicatori utili in acque ricreative, ambientali e piani di controllo selezionati.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-11","Guia tècnica","ca","/ca/glossari/enterococs-intestinals","enterococs-intestinals","https://aquaverify.com/ca/glossari/enterococs-intestinals","x-default=https://aquaverify.com/en/glossary/intestinal-enterococci; en=https://aquaverify.com/en/glossary/intestinal-enterococci; es=https://aquaverify.com/es/glosario/enterococos-intestinales; fr=https://aquaverify.com/fr/glossaire/enterocoques-intestinaux; it=https://aquaverify.com/it/glossario/enterococchi-intestinali; ca=https://aquaverify.com/ca/glossari/enterococs-intestinals","Enterococs intestinals | Glossari AquaVerify","Enterococs intestinals","Els enterococs intestinals són bacteris grampositius associats al tracte gastrointestinal humà i animal. La seva persistència relativa els fa útils en aigües recreatives, ambientals i determinats plans de control.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-12","Technical guide","en","/en/glossary/escherichia-coli-e-coli","escherichia-coli-e-coli","https://aquaverify.com/en/glossary/escherichia-coli-e-coli","x-default=https://aquaverify.com/en/glossary/escherichia-coli-e-coli; en=https://aquaverify.com/en/glossary/escherichia-coli-e-coli; es=https://aquaverify.com/es/glosario/escherichia-coli-e-coli; fr=https://aquaverify.com/fr/glossaire/escherichia-coli-e-coli; it=https://aquaverify.com/it/glossario/escherichia-coli-e-coli; ca=https://aquaverify.com/ca/glossari/escherichia-coli-e-coli","Escherichia coli (E. coli) | Glossary AquaVerify","Escherichia coli (E. coli)","Escherichia coli is a thermotolerant coliform bacterium used worldwide as an indicator of recent fecal contamination. Its presence in drinking water generally requires investigation and corrective action under the applicable framework.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-12","Guía técnica","es","/es/glosario/escherichia-coli-e-coli","escherichia-coli-e-coli","https://aquaverify.com/es/glosario/escherichia-coli-e-coli","x-default=https://aquaverify.com/en/glossary/escherichia-coli-e-coli; en=https://aquaverify.com/en/glossary/escherichia-coli-e-coli; es=https://aquaverify.com/es/glosario/escherichia-coli-e-coli; fr=https://aquaverify.com/fr/glossaire/escherichia-coli-e-coli; it=https://aquaverify.com/it/glossario/escherichia-coli-e-coli; ca=https://aquaverify.com/ca/glossari/escherichia-coli-e-coli","Escherichia coli (E. coli) | Glosario AquaVerify","Escherichia coli (E. coli)","Bacteria coliforme termotolerante usada globalmente como indicador de contaminación fecal reciente. Su presencia en agua de consumo suele exigir investigación y acción correctiva según marco aplicable.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-12","Guide technique","fr","/fr/glossaire/escherichia-coli-e-coli","escherichia-coli-e-coli","https://aquaverify.com/fr/glossaire/escherichia-coli-e-coli","x-default=https://aquaverify.com/en/glossary/escherichia-coli-e-coli; en=https://aquaverify.com/en/glossary/escherichia-coli-e-coli; es=https://aquaverify.com/es/glosario/escherichia-coli-e-coli; fr=https://aquaverify.com/fr/glossaire/escherichia-coli-e-coli; it=https://aquaverify.com/it/glossario/escherichia-coli-e-coli; ca=https://aquaverify.com/ca/glossari/escherichia-coli-e-coli","Escherichia coli (E. coli) | Glossaire AquaVerify","Escherichia coli (E. coli)","Escherichia coli est une bactérie coliforme thermotolérante utilisée mondialement comme indicateur de contamination fécale récente. Sa présence dans l’eau potable exige généralement une investigation et une action corrective selon le cadre applicable.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-12","Guida tecnica","it","/it/glossario/escherichia-coli-e-coli","escherichia-coli-e-coli","https://aquaverify.com/it/glossario/escherichia-coli-e-coli","x-default=https://aquaverify.com/en/glossary/escherichia-coli-e-coli; en=https://aquaverify.com/en/glossary/escherichia-coli-e-coli; es=https://aquaverify.com/es/glosario/escherichia-coli-e-coli; fr=https://aquaverify.com/fr/glossaire/escherichia-coli-e-coli; it=https://aquaverify.com/it/glossario/escherichia-coli-e-coli; ca=https://aquaverify.com/ca/glossari/escherichia-coli-e-coli","Escherichia coli (E. coli) | Glossario AquaVerify","Escherichia coli (E. coli)","Escherichia coli è un batterio coliforme termotollerante usato globalmente come indicatore di contaminazione fecale recente. La sua presenza in acqua potabile richiede in genere indagine e azione correttiva secondo il quadro applicabile.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-12","Guia tècnica","ca","/ca/glossari/escherichia-coli-e-coli","escherichia-coli-e-coli","https://aquaverify.com/ca/glossari/escherichia-coli-e-coli","x-default=https://aquaverify.com/en/glossary/escherichia-coli-e-coli; en=https://aquaverify.com/en/glossary/escherichia-coli-e-coli; es=https://aquaverify.com/es/glosario/escherichia-coli-e-coli; fr=https://aquaverify.com/fr/glossaire/escherichia-coli-e-coli; it=https://aquaverify.com/it/glossario/escherichia-coli-e-coli; ca=https://aquaverify.com/ca/glossari/escherichia-coli-e-coli","Escherichia coli (E. coli) | Glossari AquaVerify","Escherichia coli (E. coli)","Escherichia coli és un bacteri coliforme termotolerant utilitzat globalment com a indicador de contaminació fecal recent. La seva presència en aigua de consum acostuma a requerir investigació i acció correctiva segons el marc aplicable.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-13","Technical guide","en","/en/glossary/legionella","legionella","https://aquaverify.com/en/glossary/legionella","x-default=https://aquaverify.com/en/glossary/legionella; en=https://aquaverify.com/en/glossary/legionella; es=https://aquaverify.com/es/glosario/legionella; fr=https://aquaverify.com/fr/glossaire/legionella; it=https://aquaverify.com/it/glossario/legionella; ca=https://aquaverify.com/ca/glossari/legionella","Legionella | Glossary AquaVerify","Legionella","Legionella is a bacterial genus associated with risks in water installations that generate aerosols, such as domestic hot water, showers, spas, cooling towers or HVAC systems. Its control requires planning, sampling, laboratory analysis and documented actions.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-13","Guía técnica","es","/es/glosario/legionella","legionella","https://aquaverify.com/es/glosario/legionella","x-default=https://aquaverify.com/en/glossary/legionella; en=https://aquaverify.com/en/glossary/legionella; es=https://aquaverify.com/es/glosario/legionella; fr=https://aquaverify.com/fr/glossaire/legionella; it=https://aquaverify.com/it/glossario/legionella; ca=https://aquaverify.com/ca/glossari/legionella","Legionella | Glosario AquaVerify","Legionella","Género bacteriano asociado a riesgos en instalaciones de agua con aerosolización, como ACS, duchas, spas, torres o sistemas de climatización. Su control requiere plan, muestreo, laboratorio y acciones documentadas.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-13","Guide technique","fr","/fr/glossaire/legionella","legionella","https://aquaverify.com/fr/glossaire/legionella","x-default=https://aquaverify.com/en/glossary/legionella; en=https://aquaverify.com/en/glossary/legionella; es=https://aquaverify.com/es/glosario/legionella; fr=https://aquaverify.com/fr/glossaire/legionella; it=https://aquaverify.com/it/glossario/legionella; ca=https://aquaverify.com/ca/glossari/legionella","Legionella | Glossaire AquaVerify","Legionella","Legionella est un genre bactérien associé aux risques dans les installations d’eau générant des aérosols, comme l’ECS, les douches, spas, tours ou systèmes de climatisation. Son contrôle nécessite plan, prélèvement, laboratoire et actions documentées.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-13","Guida tecnica","it","/it/glossario/legionella","legionella","https://aquaverify.com/it/glossario/legionella","x-default=https://aquaverify.com/en/glossary/legionella; en=https://aquaverify.com/en/glossary/legionella; es=https://aquaverify.com/es/glosario/legionella; fr=https://aquaverify.com/fr/glossaire/legionella; it=https://aquaverify.com/it/glossario/legionella; ca=https://aquaverify.com/ca/glossari/legionella","Legionella | Glossario AquaVerify","Legionella","Legionella è un genere batterico associato a rischi in impianti idrici che generano aerosol, come ACS, docce, spa, torri o climatizzazione. Il controllo richiede piano, campionamento, laboratorio e azioni documentate.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-13","Guia tècnica","ca","/ca/glossari/legionella","legionella","https://aquaverify.com/ca/glossari/legionella","x-default=https://aquaverify.com/en/glossary/legionella; en=https://aquaverify.com/en/glossary/legionella; es=https://aquaverify.com/es/glosario/legionella; fr=https://aquaverify.com/fr/glossaire/legionella; it=https://aquaverify.com/it/glossario/legionella; ca=https://aquaverify.com/ca/glossari/legionella","Legionella | Glossari AquaVerify","Legionella","Legionella és un gènere bacterià associat a riscos en instal·lacions d’aigua que generen aerosols, com ACS, dutxes, spas, torres o climatització. El control requereix pla, mostreig, laboratori i accions documentades.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-15","Technical guide","en","/en/glossary/indicator-microorganism","indicator-microorganism","https://aquaverify.com/en/glossary/indicator-microorganism","x-default=https://aquaverify.com/en/glossary/indicator-microorganism; en=https://aquaverify.com/en/glossary/indicator-microorganism; es=https://aquaverify.com/es/glosario/microorganismo-indicador; fr=https://aquaverify.com/fr/glossaire/micro-organisme-indicateur; it=https://aquaverify.com/it/glossario/microorganismo-indicatore; ca=https://aquaverify.com/ca/glossari/microorganisme-indicador","Indicator microorganism | Glossary AquaVerify","Indicator microorganism","An indicator microorganism is a microorganism whose presence or concentration is used to infer contamination, treatment effectiveness or deterioration of a water system.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-15","Guía técnica","es","/es/glosario/microorganismo-indicador","microorganismo-indicador","https://aquaverify.com/es/glosario/microorganismo-indicador","x-default=https://aquaverify.com/en/glossary/indicator-microorganism; en=https://aquaverify.com/en/glossary/indicator-microorganism; es=https://aquaverify.com/es/glosario/microorganismo-indicador; fr=https://aquaverify.com/fr/glossaire/micro-organisme-indicateur; it=https://aquaverify.com/it/glossario/microorganismo-indicatore; ca=https://aquaverify.com/ca/glossari/microorganisme-indicador","Microorganismo indicador | Glosario AquaVerify","Microorganismo indicador","Microorganismo cuya presencia o concentración se utiliza para inferir contaminación, eficacia de tratamiento o deterioro de un sistema de agua.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-15","Guide technique","fr","/fr/glossaire/micro-organisme-indicateur","micro-organisme-indicateur","https://aquaverify.com/fr/glossaire/micro-organisme-indicateur","x-default=https://aquaverify.com/en/glossary/indicator-microorganism; en=https://aquaverify.com/en/glossary/indicator-microorganism; es=https://aquaverify.com/es/glosario/microorganismo-indicador; fr=https://aquaverify.com/fr/glossaire/micro-organisme-indicateur; it=https://aquaverify.com/it/glossario/microorganismo-indicatore; ca=https://aquaverify.com/ca/glossari/microorganisme-indicador","Micro-organisme indicateur | Glossaire AquaVerify","Micro-organisme indicateur","Un micro-organisme indicateur est un micro-organisme dont la présence ou la concentration sert à déduire une contamination, l’efficacité d’un traitement ou la dégradation d’un système d’eau.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-15","Guida tecnica","it","/it/glossario/microorganismo-indicatore","microorganismo-indicatore","https://aquaverify.com/it/glossario/microorganismo-indicatore","x-default=https://aquaverify.com/en/glossary/indicator-microorganism; en=https://aquaverify.com/en/glossary/indicator-microorganism; es=https://aquaverify.com/es/glosario/microorganismo-indicador; fr=https://aquaverify.com/fr/glossaire/micro-organisme-indicateur; it=https://aquaverify.com/it/glossario/microorganismo-indicatore; ca=https://aquaverify.com/ca/glossari/microorganisme-indicador","Microorganismo indicatore | Glossario AquaVerify","Microorganismo indicatore","Un microrganismo indicatore è un microrganismo la cui presenza o concentrazione viene usata per dedurre contaminazione, efficacia di trattamento o deterioramento di un sistema idrico.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-15","Guia tècnica","ca","/ca/glossari/microorganisme-indicador","microorganisme-indicador","https://aquaverify.com/ca/glossari/microorganisme-indicador","x-default=https://aquaverify.com/en/glossary/indicator-microorganism; en=https://aquaverify.com/en/glossary/indicator-microorganism; es=https://aquaverify.com/es/glosario/microorganismo-indicador; fr=https://aquaverify.com/fr/glossaire/micro-organisme-indicateur; it=https://aquaverify.com/it/glossario/microorganismo-indicatore; ca=https://aquaverify.com/ca/glossari/microorganisme-indicador","Microorganisme indicador | Glossari AquaVerify","Microorganisme indicador","Un microorganisme indicador és un microorganisme la presència o concentració del qual s’utilitza per inferir contaminació, eficàcia del tractament o deteriorament d’un sistema d’aigua.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-19","Technical guide","en","/en/glossary/pfu-plaque-forming-units","pfu-plaque-forming-units","https://aquaverify.com/en/glossary/pfu-plaque-forming-units","x-default=https://aquaverify.com/en/glossary/pfu-plaque-forming-units; en=https://aquaverify.com/en/glossary/pfu-plaque-forming-units; es=https://aquaverify.com/es/glosario/ufp-pfu; fr=https://aquaverify.com/fr/glossaire/ufp-pfu; it=https://aquaverify.com/it/glossario/ufp-pfu; ca=https://aquaverify.com/ca/glossari/ufp-pfu","PFU / Plaque-forming units | Glossary AquaVerify","PFU / Plaque-forming units","PFU means plaque-forming unit, a unit used to express infectious viral particles capable of producing lysis plaques in a plaque assay.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-19","Guía técnica","es","/es/glosario/ufp-pfu","ufp-pfu","https://aquaverify.com/es/glosario/ufp-pfu","x-default=https://aquaverify.com/en/glossary/pfu-plaque-forming-units; en=https://aquaverify.com/en/glossary/pfu-plaque-forming-units; es=https://aquaverify.com/es/glosario/ufp-pfu; fr=https://aquaverify.com/fr/glossaire/ufp-pfu; it=https://aquaverify.com/it/glossario/ufp-pfu; ca=https://aquaverify.com/ca/glossari/ufp-pfu","UFP / PFU | Glosario AquaVerify","UFP / PFU","Unidad formadora de placa, usada para expresar partículas virales infecciosas capaces de generar placas de lisis en un ensayo en placa.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-19","Guide technique","fr","/fr/glossaire/ufp-pfu","ufp-pfu","https://aquaverify.com/fr/glossaire/ufp-pfu","x-default=https://aquaverify.com/en/glossary/pfu-plaque-forming-units; en=https://aquaverify.com/en/glossary/pfu-plaque-forming-units; es=https://aquaverify.com/es/glosario/ufp-pfu; fr=https://aquaverify.com/fr/glossaire/ufp-pfu; it=https://aquaverify.com/it/glossario/ufp-pfu; ca=https://aquaverify.com/ca/glossari/ufp-pfu","UFP / PFU | Glossaire AquaVerify","UFP / PFU","UFP signifie unité formant plage, utilisée pour exprimer les particules virales infectieuses capables de générer des plages de lyse dans un essai en plaque.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-19","Guida tecnica","it","/it/glossario/ufp-pfu","ufp-pfu","https://aquaverify.com/it/glossario/ufp-pfu","x-default=https://aquaverify.com/en/glossary/pfu-plaque-forming-units; en=https://aquaverify.com/en/glossary/pfu-plaque-forming-units; es=https://aquaverify.com/es/glosario/ufp-pfu; fr=https://aquaverify.com/fr/glossaire/ufp-pfu; it=https://aquaverify.com/it/glossario/ufp-pfu; ca=https://aquaverify.com/ca/glossari/ufp-pfu","UFP / PFU | Glossario AquaVerify","UFP / PFU","UFP/PFU indica unità formante placca, usata per esprimere particelle virali infettive capaci di generare placche di lisi in un saggio in placca.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-19","Guia tècnica","ca","/ca/glossari/ufp-pfu","ufp-pfu","https://aquaverify.com/ca/glossari/ufp-pfu","x-default=https://aquaverify.com/en/glossary/pfu-plaque-forming-units; en=https://aquaverify.com/en/glossary/pfu-plaque-forming-units; es=https://aquaverify.com/es/glosario/ufp-pfu; fr=https://aquaverify.com/fr/glossaire/ufp-pfu; it=https://aquaverify.com/it/glossario/ufp-pfu; ca=https://aquaverify.com/ca/glossari/ufp-pfu","UFP / PFU | Glossari AquaVerify","UFP / PFU","UFP/PFU significa unitat formadora de placa, utilitzada per expressar partícules virals infeccioses capaces de generar plaques de lisi en un assaig en placa.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-20","Technical guide","en","/en/glossary/enteric-viruses","enteric-viruses","https://aquaverify.com/en/glossary/enteric-viruses","x-default=https://aquaverify.com/en/glossary/enteric-viruses; en=https://aquaverify.com/en/glossary/enteric-viruses; es=https://aquaverify.com/es/glosario/virus-entericos; fr=https://aquaverify.com/fr/glossaire/virus-enteriques; it=https://aquaverify.com/it/glossario/virus-enterici; ca=https://aquaverify.com/ca/glossari/virus-enterics","Enteric viruses | Glossary AquaVerify","Enteric viruses","Enteric viruses are viruses associated with the intestinal tract that can be transmitted through contaminated water. They include health-relevant groups such as norovirus, adenovirus or enterovirus, depending on the surveillance context.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-20","Guía técnica","es","/es/glosario/virus-entericos","virus-entericos","https://aquaverify.com/es/glosario/virus-entericos","x-default=https://aquaverify.com/en/glossary/enteric-viruses; en=https://aquaverify.com/en/glossary/enteric-viruses; es=https://aquaverify.com/es/glosario/virus-entericos; fr=https://aquaverify.com/fr/glossaire/virus-enteriques; it=https://aquaverify.com/it/glossario/virus-enterici; ca=https://aquaverify.com/ca/glossari/virus-enterics","Virus entéricos | Glosario AquaVerify","Virus entéricos","Virus asociados al tracto intestinal que pueden transmitirse por agua contaminada. Incluyen familias de interés sanitario como norovirus, adenovirus o enterovirus, según contexto de vigilancia.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-20","Guide technique","fr","/fr/glossaire/virus-enteriques","virus-enteriques","https://aquaverify.com/fr/glossaire/virus-enteriques","x-default=https://aquaverify.com/en/glossary/enteric-viruses; en=https://aquaverify.com/en/glossary/enteric-viruses; es=https://aquaverify.com/es/glosario/virus-entericos; fr=https://aquaverify.com/fr/glossaire/virus-enteriques; it=https://aquaverify.com/it/glossario/virus-enterici; ca=https://aquaverify.com/ca/glossari/virus-enterics","Virus entériques | Glossaire AquaVerify","Virus entériques","Les virus entériques sont associés au tractus intestinal et peuvent être transmis par une eau contaminée. Ils incluent des familles d’intérêt sanitaire comme norovirus, adénovirus ou entérovirus selon le contexte de surveillance.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-20","Guida tecnica","it","/it/glossario/virus-enterici","virus-enterici","https://aquaverify.com/it/glossario/virus-enterici","x-default=https://aquaverify.com/en/glossary/enteric-viruses; en=https://aquaverify.com/en/glossary/enteric-viruses; es=https://aquaverify.com/es/glosario/virus-entericos; fr=https://aquaverify.com/fr/glossaire/virus-enteriques; it=https://aquaverify.com/it/glossario/virus-enterici; ca=https://aquaverify.com/ca/glossari/virus-enterics","Virus enterici | Glossario AquaVerify","Virus enterici","I virus enterici sono virus associati al tratto intestinale che possono trasmettersi tramite acqua contaminata. Includono gruppi di interesse sanitario come norovirus, adenovirus o enterovirus secondo il contesto di sorveglianza.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-20","Guia tècnica","ca","/ca/glossari/virus-enterics","virus-enterics","https://aquaverify.com/ca/glossari/virus-enterics","x-default=https://aquaverify.com/en/glossary/enteric-viruses; en=https://aquaverify.com/en/glossary/enteric-viruses; es=https://aquaverify.com/es/glosario/virus-entericos; fr=https://aquaverify.com/fr/glossaire/virus-enteriques; it=https://aquaverify.com/it/glossario/virus-enterici; ca=https://aquaverify.com/ca/glossari/virus-enterics","Virus entèrics | Glossari AquaVerify","Virus entèrics","Els virus entèrics són virus associats al tracte intestinal que poden transmetre’s per aigua contaminada. Inclouen grups d’interès sanitari com norovirus, adenovirus o enterovirus segons el context de vigilància.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
"glossary-term-21","Technical guide","en","/en/glossary/directiva-ue-2020-2184","directiva-ue-2020-2184","https://aquaverify.com/en/glossary/directiva-ue-2020-2184","x-default=https://aquaverify.com/en/glossary/directiva-ue-2020-2184; en=https://aquaverify.com/en/glossary/directiva-ue-2020-2184; es=https://aquaverify.com/es/glosario/directiva-ue-2020-2184; fr=https://aquaverify.com/fr/glossaire/directiva-ue-2020-2184; it=https://aquaverify.com/it/glossario/directiva-ue-2020-2184; ca=https://aquaverify.com/ca/glossari/directiva-ue-2020-2184","Directiva (UE) 2020/2184 | Glossary AquaVerify","Directiva (UE) 2020/2184","Directive (EU) 2020/2184 is the European framework for the quality of water intended for human consumption. It reinforces risk-based management and includes somatic coliphages in treatment evaluation when applicable.","index, follow","","not-applicable","","200","AquaVerify","","","","","","standard-resource-review"
